,bug_cnt
5794,0
5795,0
5796,0
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,0
5818,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0
5839,0
5840,0
5841,0
5842,0
5843,0
5844,0
5845,0
5846,0
5847,0
5848,0
5849,0
5850,0
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,0
5920,0
5921,0
5922,0
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,1
5938,0
5939,2
5940,0
5941,1
5942,0
5943,0
5944,0
5945,0
5946,0
5947,0
5948,1
5949,0
5950,2
5951,0
5952,0
5953,0
5954,4
5955,0
5956,6
5957,2
5958,0
5959,0
5960,1
5961,0
5962,3
5963,4
5964,0
5965,2
5966,1
5967,0
5968,0
5969,0
5970,0
5971,1
5972,1
5973,0
5974,1
5975,0
5976,1
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,1
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,0
5997,1
5998,1
5999,0
6000,0
6001,3
6002,1
6003,0
6004,1
6005,1
6006,0
6007,0
6008,1
6009,3
6010,1
6011,1
6012,0
6013,0
6014,3
6015,0
6016,0
6017,0
6018,1
6019,0
6020,0
6021,0
6022,0
6023,0
6024,1
6025,1
6026,2
6027,2
6028,1
6029,1
6030,1
6031,0
6032,1
6033,1
6034,1
6035,0
6036,0
6037,2
6038,0
6039,1
6040,0
6041,1
6042,5
6043,2
6044,0
6045,1
6046,0
6047,1
6048,1
6049,0
6050,0
6051,3
6052,1
6053,1
6054,0
6055,0
6056,0
6057,0
6058,0
6059,2
6060,0
6061,0
6062,0
6063,1
6064,0
6065,0
6066,0
6067,0
6068,3
6069,0
6070,0
6071,1
6072,3
6073,3
6074,2
6075,0
6076,0
6077,0
6078,1
6079,0
6080,1
6081,1
6082,0
6083,1
6084,1
6085,0
6086,0
6087,0
6088,0
6089,3
6090,9
6091,1
6092,0
6093,2
6094,0
6095,0
6096,1
6097,1
6098,0
6099,0
6100,1
6101,0
6102,0
6103,0
6104,0
6105,14
6106,0
6107,0
6108,5
6109,14
6110,2
6111,0
6112,0
6113,1
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,2
6124,1
6125,0
6126,0
6127,1
6128,7
6129,3
6130,0
6131,0
6132,0
6133,0
6134,0
6135,1
6136,1
6137,2
6138,0
6139,2
6140,3
6141,0
6142,4
6143,1
6144,2
6145,5
6146,13
6147,0
6148,0
6149,15
6150,2
6151,0
6152,0
6153,0
6154,4
6155,0
6156,0
6157,3
6158,3
6159,3
6160,1
6161,1
6162,3
6163,7
6164,0
6165,6
6166,1
6167,2
6168,0
6169,2
6170,1
6171,1
6172,3
6173,0
6174,3
6175,3
6176,4
6177,10
6178,2
6179,0
6180,1
6181,5
6182,3
6183,3
6184,2
6185,0
6186,0
6187,0
6188,3
6189,4
6190,2
6191,2
6192,1
6193,2
6194,1
6195,1
6196,0
6197,1
6198,2
6199,3
6200,0
6201,1
6202,3
6203,8
6204,0
6205,0
6206,0
6207,5
6208,1
6209,1
6210,8
6211,0
6212,0
6213,1
6214,0
6215,2
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,2
6223,1
6224,0
6225,0
6226,0
6227,1
6228,2
6229,1
6230,0
6231,1
6232,1
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,4
6243,0
6244,0
6245,0
6246,0
6247,0
6248,0
6249,1
6250,0
6251,0
6252,1
6253,4
6254,0
6255,1
6256,2
6257,0
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,4
6267,4
6268,1
6269,13
6270,0
6271,1
6272,5
6273,1
6274,0
6275,3
6276,4
6277,0
6278,2
6279,3
6280,2
6281,3
6282,0
6283,2
6284,0
6285,0
6286,1
6287,6
6288,0
6289,1
6290,0
6291,0
6292,0
6293,3
6294,0
6295,0
6296,0
6297,1
6298,0
6299,1
6300,1
6301,0
6302,0
6303,1
6304,0
6305,0
6306,0
6307,0
6308,0
6309,6
6310,1
6311,3
6312,1
6313,0
6314,0
6315,0
6316,0
6317,1
6318,3
6319,0
6320,0
6321,2
6322,3
6323,1
6324,2
6325,0
6326,0
6327,0
6328,1
6329,0
6330,0
6331,1
6332,0
6333,1
6334,7
6335,1
6336,0
6337,0
6338,1
6339,0
6340,4
6341,1
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,0
6351,1
6352,0
6353,0
6354,0
6355,1
6356,3
6357,0
6358,0
6359,0
6360,1
6361,1
6362,1
6363,2
6364,0
6365,1
6366,1
6367,0
6368,0
6369,1
6370,0
6371,0
6372,1
6373,1
6374,1
6375,1
6376,0
6377,0
6378,1
6379,1
6380,0
6381,1
6382,0
6383,0
6384,1
6385,17
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,1
6394,0
6395,0
6396,0
6397,1
6398,1
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,2
6413,0
6414,0
6415,1
6416,0
6417,0
6418,0
6419,0
6420,1
6421,1
6422,0
6423,1
6424,0
6425,1
6426,1
6427,0
6428,0
6429,8
6430,1
6431,0
6432,2
6433,0
6434,0
6435,5
6436,0
6437,0
6438,0
6439,1
6440,1
6441,2
6442,1
6443,1
6444,1
6445,0
6446,5
6447,1
6448,1
6449,4
6450,2
6451,0
6452,2
6453,2
6454,6
6455,1
6456,1
6457,1
6458,4
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,1
6466,0
6467,4
6468,0
6469,0
6470,0
6471,0
6472,1
6473,0
6474,2
6475,0
6476,0
6477,1
6478,1
6479,1
6480,0
6481,1
6482,5
6483,1
6484,0
6485,0
6486,2
6487,0
6488,0
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,2
6501,0
6502,0
6503,1
6504,0
6505,0
6506,0
6507,10
6508,12
6509,2
6510,1
6511,8
6512,0
6513,0
6514,1
6515,2
6516,2
6517,1
6518,0
6519,2
6520,1
6521,3
6522,2
6523,1
6524,4
6525,1
6526,0
6527,0
6528,1
6529,0
6530,5
6531,1
6532,0
6533,1
6534,2
6535,1
6536,1
6537,3
6538,1
6539,0
6540,1
6541,7
6542,2
6543,0
6544,1
6545,4
6546,2
6547,1
6548,2
6549,0
6550,2
6551,3
6552,0
6553,2
6554,0
6555,1
6556,0
6557,0
6558,3
6559,1
6560,1
6561,1
6562,9
6563,5
6564,1
6565,3
6566,3
6567,0
6568,0
6569,0
6570,4
6571,1
6572,1
6573,2
6574,2
6575,0
6576,1
6577,2
6578,4
6579,3
6580,2
6581,1
6582,0
6583,0
6584,0
6585,0
6586,0
6587,0
6588,0
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,0
6596,0
6597,0
6598,0
6599,1
6600,0
6601,7
6602,1
6603,1
6604,10
6605,1
6606,2
6607,2
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,3
6615,1
6616,0
6617,0
6618,3
6619,1
6620,3
6621,1
6622,1
6623,2
6624,4
6625,9
6626,0
6627,8
6628,0
6629,4
6630,0
6631,0
6632,0
6633,0
6634,0
6635,0
6636,0
6637,10
6638,3
6639,1
6640,0
6641,1
6642,5
6643,12
6644,0
6645,0
6646,2
6647,1
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,0
6655,0
6656,0
6657,0
6658,0
6659,0
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6681,1
6682,0
6683,0
6684,0
6685,0
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,0
6693,1
6694,0
6695,1
6696,1
6697,0
6698,0
6699,0
6700,2
6701,0
6702,0
6703,0
6704,0
6705,0
6706,1
6707,1
6708,0
6709,0
6710,1
6711,0
6712,0
6713,0
6714,0
6715,0
6716,1
6717,1
6718,0
6719,0
6720,0
6721,0
6722,2
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,1
6736,0
6737,0
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,0
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,0
6762,0
6763,1
6764,3
6765,1
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,0
6779,1
6780,0
6781,0
6782,0
6783,0
6784,0
6785,0
6786,2
6787,0
6788,0
6789,2
6790,0
6791,0
6792,0
6793,0
6794,1
6795,0
6796,0
6797,0
6798,1
6799,0
6800,0
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,0
6808,0
6809,1
6810,2
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,0
6824,0
6825,0
6826,0
6827,0
6828,0
6829,0
6830,0
6831,0
6832,0
6833,0
6834,0
6835,0
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,1
6846,0
6847,0
6848,1
6849,0
6850,0
6851,0
6852,1
6853,0
6854,0
6855,1
6856,0
6857,0
6858,0
6859,2
6860,0
6861,1
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,1
6869,0
6870,1
6871,1
6872,0
6873,2
6874,0
6875,0
6876,1
6877,0
6878,0
6879,0
6880,0
6881,1
6882,0
6883,0
6884,0
6885,1
6886,0
6887,0
6888,0
6889,0
6890,2
6891,1
6892,0
6893,0
6894,0
6895,0
6896,1
6897,0
6898,0
6899,0
6900,0
6901,3
6902,0
6903,1
6904,1
6905,2
6906,0
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,2
6917,0
6918,0
6919,1
6920,0
6921,0
6922,0
6923,1
6924,0
6925,0
6926,5
6927,0
6928,0
6929,0
6930,1
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,1
6940,0
6941,2
6942,1
6943,1
6944,1
6945,0
6946,3
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,1
6954,0
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6962,6
6963,0
6964,0
6965,0
6966,6
6967,0
6968,0
6969,3
6970,0
6971,0
6972,0
6973,1
6974,0
6975,1
6976,0
6977,0
6978,0
6979,0
6980,0
6981,0
6982,0
6983,0
6984,0
6985,0
6986,0
6987,0
6988,0
6989,1
6990,0
6991,0
6992,0
6993,0
6994,0
6995,0
6996,0
6997,0
6998,0
6999,0
7000,0
7001,1
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,0
7017,0
7018,0
7019,0
7020,0
7021,0
7022,0
7023,0
7024,0
7025,0
7026,0
7027,0
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,0
7036,0
7037,0
7038,1
7039,1
7040,0
7041,2
7042,4
7043,2
7044,0
7045,2
7046,8
7047,3
7048,0
7049,0
7050,0
7051,1
7052,10
7053,3
7054,0
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,0
7064,0
7065,1
7066,0
7067,0
7068,0
7069,0
7070,0
7071,0
7072,3
7073,0
7074,1
7075,2
7076,0
7077,1
7078,3
7079,0
7080,0
7081,0
7082,0
7083,0
7084,0
7085,0
7086,0
7087,0
7088,0
7089,0
7090,1
7091,0
7092,0
7093,0
7094,0
7095,0
7096,0
7097,3
7098,0
7099,0
7100,0
7101,0
7102,0
7103,0
7104,0
7105,1
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7112,0
7113,0
7114,11
7115,2
7116,8
7117,1
7118,0
7119,2
7120,2
7121,0
7122,2
7123,0
7124,1
7125,0
7126,0
7127,0
7128,0
7129,1
7130,1
7131,0
7132,2
7133,2
7134,2
7135,0
7136,0
7137,1
7138,0
7139,0
7140,0
7141,0
7142,4
7143,0
7144,0
7145,0
7146,0
7147,0
7148,0
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,0
7161,0
7162,0
7163,0
7164,0
7165,0
7166,0
7167,0
7168,0
7169,0
7170,1
7171,2
7172,0
7173,0
7174,0
7175,0
7176,0
7177,1
7178,1
7179,0
7180,0
7181,0
7182,0
7183,0
7184,0
7185,0
7186,0
7187,0
7188,0
7189,0
7190,1
7191,0
7192,0
7193,0
7194,0
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,0
7211,0
7212,0
7213,0
7214,0
7215,0
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,0
7232,0
7233,0
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,0
7257,1
7258,0
7259,0
7260,0
7261,0
7262,2
7263,0
7264,1
7265,1
7266,0
7267,0
7268,1
7269,1
7270,2
7271,0
7272,1
7273,1
7274,1
7275,1
7276,1
7277,1
7278,1
7279,2
7280,1
7281,1
7282,1
7283,1
7284,0
7285,0
7286,1
7287,1
7288,1
7289,0
7290,1
7291,1
7292,2
7293,1
7294,1
7295,0
7296,1
7297,2
7298,1
7299,2
7300,1
7301,0
7302,3
7303,0
7304,0
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,0
7315,1
7316,0
7317,1
7318,0
7319,0
7320,0
7321,2
7322,0
7323,0
7324,0
7325,0
7326,0
7327,0
7328,1
7329,1
7330,1
7331,1
7332,1
7333,1
7334,0
7335,1
7336,0
7337,2
7338,0
7339,0
7340,3
7341,0
7342,1
7343,0
7344,0
7345,1
7346,1
7347,0
7348,0
7349,0
7350,0
7351,0
7352,1
7353,0
7354,0
7355,0
7356,0
7357,0
7358,0
7359,0
7360,2
7361,0
7362,1
7363,1
7364,2
7365,0
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,0
7377,0
7378,1
7379,1
7380,0
7381,1
7382,0
7383,0
7384,0
7385,0
7386,0
7387,0
7388,0
7389,0
7390,0
7391,0
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,0
7400,0
7401,0
7402,0
7403,0
7404,2
7405,0
7406,2
7407,2
7408,1
7409,1
7410,2
7411,0
7412,2
7413,20
7414,0
7415,15
7416,0
7417,0
7418,0
7419,1
7420,0
7421,0
7422,0
7423,0
7424,0
7425,0
7426,0
7427,3
7428,3
7429,4
7430,3
7431,2
7432,3
7433,3
7434,3
7435,2
7436,0
7437,0
7438,0
7439,0
7440,1
7441,0
7442,1
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,1
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,0
7457,10
7458,4
7459,0
7460,31
7461,0
7462,0
7463,1
7464,5
7465,1
7466,0
7467,2
7468,2
7469,0
7470,2
7471,3
7472,0
7473,1
7474,0
7475,0
7476,0
7477,0
7478,0
7479,0
7480,1
7481,1
7482,0
7483,1
7484,0
7485,0
7486,0
7487,0
7488,0
7489,0
7490,0
7491,0
7492,0
7493,4
7494,0
7495,4
7496,2
7497,5
7498,0
7499,10
7500,3
7501,1
7502,4
7503,1
7504,3
7505,0
7506,2
7507,0
7508,2
7509,2
7510,1
7511,0
7512,2
7513,2
7514,7
7515,2
7516,0
7517,5
7518,5
7519,3
7520,11
7521,0
7522,2
7523,5
7524,7
7525,1
7526,5
7527,4
7528,5
7529,6
7530,0
7531,0
7532,4
7533,4
7534,14
7535,2
7536,0
7537,1
7538,8
7539,0
7540,8
7541,4
7542,3
7543,2
7544,1
7545,5
7546,0
7547,0
7548,7
7549,2
7550,0
7551,1
7552,1
7553,1
7554,1
7555,0
7556,2
7557,1
7558,1
7559,1
7560,2
7561,1
7562,0
7563,2
7564,0
7565,0
7566,0
7567,0
7568,5
7569,7
7570,3
7571,0
7572,0
7573,3
7574,0
7575,0
7576,0
7577,1
7578,4
7579,4
7580,0
7581,0
7582,4
7583,10
7584,0
7585,0
7586,5
7587,1
7588,7
7589,0
7590,4
7591,0
7592,0
7593,2
7594,0
7595,5
7596,0
7597,2
7598,6
7599,0
7600,1
7601,0
7602,9
7603,9
7604,0
7605,3
7606,2
7607,2
7608,0
7609,0
7610,9
7611,0
7612,0
7613,0
7614,0
7615,3
7616,7
7617,0
7618,1
7619,0
7620,0
7621,0
7622,0
7623,0
7624,0
7625,0
7626,1
7627,4
7628,0
7629,1
7630,0
7631,9
7632,2
7633,0
7634,5
7635,0
7636,0
7637,0
7638,0
7639,0
7640,0
7641,0
7642,0
7643,3
7644,4
7645,0
7646,6
7647,7
7648,1
7649,0
7650,1
7651,0
7652,2
7653,0
7654,0
7655,0
7656,0
7657,0
7658,0
7659,0
7660,2
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,0
7668,0
7669,0
7670,0
7671,0
7672,2
7673,4
7674,3
7675,7
7676,4
7677,0
7678,3
7679,0
7680,3
7681,3
7682,0
7683,8
7684,0
7685,0
7686,0
7687,1
7688,1
7689,1
7690,13
7691,1
7692,1
7693,1
7694,1
7695,0
7696,1
7697,2
7698,1
7699,0
7700,3
7701,2
7702,0
7703,4
7704,0
7705,8
7706,0
7707,2
7708,3
7709,9
7710,9
7711,1
7712,0
7713,3
7714,0
7715,0
7716,0
7717,0
7718,1
7719,1
7720,9
7721,0
7722,8
7723,2
7724,7
7725,14
7726,3
7727,0
7728,0
7729,7
7730,2
7731,7
7732,0
7733,0
7734,0
7735,0
7736,0
7737,1
7738,1
7739,9
7740,34
7741,0
7742,10
7743,0
7744,0
7745,0
7746,2
7747,5
7748,9
7749,2
7750,1
7751,5
7752,1
7753,2
7754,1
7755,0
7756,3
7757,9
7758,0
7759,0
7760,2
7761,8
7762,2
7763,4
7764,19
7765,1
7766,2
7767,0
7768,1
7769,0
7770,0
7771,0
7772,1
7773,0
7774,1
7775,0
7776,4
7777,0
7778,8
7779,0
7780,0
7781,4
7782,3
7783,2
7784,2
7785,2
7786,4
7787,5
7788,35
7789,2
7790,0
7791,0
7792,0
7793,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7801,2
7802,2
7803,1
7804,0
7805,0
7806,0
7807,2
7808,1
7809,1
7810,2
7811,0
7812,0
7813,0
7814,0
7815,1
7816,0
7817,0
7818,0
7819,0
7820,6
7821,20
7822,1
7823,1
7824,12
7825,4
7826,0
7827,3
7828,1
7829,3
7830,2
7831,0
7832,0
7833,0
7834,0
7835,0
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,7
7844,8
7845,0
7846,0
7847,0
7848,0
7849,6
7850,3
7851,2
7852,4
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,1
7864,2
7865,0
7866,0
7867,0
7868,1
7869,1
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,6
7877,0
7878,0
7879,0
7880,0
7881,0
7882,0
7883,1
7884,2
7885,0
7886,10
7887,0
7888,0
7889,0
7890,0
7891,1
7892,0
7893,0
7894,0
7895,0
7896,0
7897,0
7898,0
7899,3
7900,0
7901,0
7902,0
7903,0
7904,0
7905,0
7906,0
7907,0
7908,0
7909,3
7910,2
7911,0
7912,0
7913,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,0
7926,0
7927,0
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,7
7935,1
7936,0
7937,0
7938,0
7939,4
7940,0
7941,0
7942,0
7943,0
7944,0
7945,0
7946,5
7947,0
7948,1
7949,3
7950,0
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,1
7961,4
7962,2
7963,0
7964,5
7965,0
7966,3
7967,0
7968,1
7969,1
7970,4
7971,0
7972,2
7973,0
7974,0
7975,4
7976,1
7977,0
7978,4
7979,2
7980,5
7981,0
7982,0
7983,2
7984,2
7985,0
7986,0
7987,0
7988,2
7989,0
7990,0
7991,0
7992,0
7993,0
7994,0
7995,0
7996,8
7997,3
7998,1
7999,0
8000,0
8001,1
8002,0
8003,0
8004,0
8005,0
8006,0
8007,1
8008,0
8009,0
8010,0
8011,1
8012,0
8013,1
8014,0
8015,2
8016,0
8017,0
8018,0
8019,0
8020,0
8021,0
8022,3
8023,3
8024,3
8025,0
8026,0
8027,0
8028,2
8029,1
8030,0
8031,0
8032,3
8033,2
8034,1
8035,1
8036,0
8037,1
8038,0
8039,0
8040,1
8041,0
8042,0
8043,2
8044,0
8045,0
8046,0
8047,3
8048,0
8049,0
8050,4
8051,2
8052,0
8053,0
8054,3
8055,0
8056,0
8057,0
8058,0
8059,0
8060,1
8061,0
8062,2
8063,0
8064,1
8065,0
8066,0
8067,4
8068,5
8069,0
8070,2
8071,1
8072,0
8073,1
8074,2
8075,2
8076,0
8077,1
8078,0
8079,0
8080,0
8081,1
8082,2
8083,1
8084,0
8085,0
8086,1
8087,2
8088,21
8089,0
8090,0
8091,0
8092,1
8093,1
8094,0
8095,0
8096,0
8097,0
8098,0
8099,1
8100,0
8101,0
8102,1
8103,4
8104,2
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,0
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,0
8141,0
8142,0
8143,0
8144,0
8145,0
8146,0
8147,0
8148,0
8149,0
8150,1
8151,2
8152,4
8153,5
8154,6
8155,3
8156,3
8157,2
8158,1
8159,0
8160,0
8161,3
8162,1
8163,12
8164,9
8165,1
8166,1
8167,0
8168,0
8169,0
8170,0
8171,8
8172,0
8173,3
8174,2
8175,0
8176,1
8177,0
8178,0
8179,2
8180,0
8181,8
8182,4
8183,1
8184,0
8185,1
8186,0
8187,0
8188,0
8189,1
8190,0
8191,5
8192,0
8193,0
8194,0
8195,3
8196,8
8197,0
8198,1
8199,0
8200,0
8201,8
8202,0
8203,8
8204,0
8205,6
8206,7
8207,1
8208,1
8209,2
8210,0
8211,0
8212,1
8213,1
8214,0
8215,0
8216,0
8217,0
8218,0
8219,0
8220,0
8221,0
8222,1
8223,0
8224,0
8225,2
8226,8
8227,0
8228,0
8229,1
8230,0
8231,0
8232,2
8233,2
8234,0
8235,2
8236,3
8237,8
8238,0
8239,3
8240,0
8241,0
8242,2
8243,0
8244,0
8245,2
8246,1
8247,0
8248,0
8249,0
8250,4
8251,0
8252,1
8253,1
8254,0
8255,3
8256,0
8257,4
8258,0
8259,2
8260,6
8261,0
8262,1
8263,1
8264,0
8265,2
8266,1
8267,0
8268,17
8269,5
8270,5
8271,12
8272,3
8273,0
8274,0
8275,2
8276,0
8277,0
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,3
8288,0
8289,0
8290,2
8291,0
8292,0
8293,0
8294,1
8295,0
8296,0
8297,2
8298,7
8299,1
8300,0
8301,1
8302,1
8303,5
8304,0
8305,2
8306,0
8307,6
8308,1
8309,0
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,0
8317,1
8318,0
8319,6
8320,2
8321,0
8322,0
8323,1
8324,1
8325,0
8326,2
8327,0
8328,8
8329,1
8330,0
8331,0
8332,0
8333,1
8334,0
8335,4
8336,1
8337,0
8338,0
8339,0
8340,1
8341,0
8342,0
8343,2
8344,0
8345,0
8346,0
8347,0
8348,0
8349,3
8350,3
8351,0
8352,0
8353,0
8354,0
8355,0
8356,4
8357,1
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,2
8365,0
8366,0
8367,0
8368,0
8369,0
8370,1
8371,1
8372,0
8373,0
8374,0
8375,0
8376,1
8377,2
8378,0
8379,0
8380,0
8381,0
8382,0
8383,1
8384,0
8385,6
8386,0
8387,0
8388,6
8389,2
8390,0
8391,1
8392,0
8393,0
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,1
8404,11
8405,0
8406,0
8407,0
8408,0
8409,0
8410,0
8411,0
8412,0
8413,2
8414,0
8415,0
8416,0
8417,1
8418,0
8419,0
8420,0
8421,2
8422,0
8423,0
8424,0
8425,5
8426,1
8427,3
8428,10
8429,0
8430,0
8431,1
8432,0
8433,0
8434,0
8435,6
8436,0
8437,5
8438,0
8439,0
8440,10
8441,1
8442,1
8443,0
8444,0
8445,7
8446,1
8447,0
8448,0
8449,1
8450,2
8451,0
8452,2
8453,0
8454,0
8455,0
8456,0
8457,0
8458,5
8459,0
8460,3
8461,0
8462,0
8463,0
8464,3
8465,0
8466,2
8467,0
8468,1
8469,1
8470,3
8471,1
8472,1
8473,0
8474,4
8475,2
8476,2
8477,0
8478,0
8479,3
8480,1
8481,2
8482,1
8483,15
8484,2
8485,7
8486,3
8487,3
8488,1
8489,1
8490,0
8491,0
8492,7
8493,2
8494,9
8495,2
8496,1
8497,2
8498,0
8499,0
8500,1
8501,3
8502,0
8503,4
8504,0
8505,1
8506,6
8507,3
8508,1
8509,2
8510,0
8511,1
8512,0
8513,0
8514,0
8515,1
8516,0
8517,0
8518,0
8519,2
8520,0
8521,0
8522,1
8523,0
8524,1
8525,1
8526,1
8527,2
8528,3
8529,5
8530,0
8531,2
8532,0
8533,1
8534,2
8535,1
8536,2
8537,1
8538,1
8539,2
8540,1
8541,2
8542,5
8543,0
8544,2
8545,1
8546,0
8547,1
8548,3
8549,2
8550,2
8551,2
8552,2
8553,2
8554,3
8555,0
8556,1
8557,0
8558,2
8559,2
8560,2
8561,0
8562,2
8563,3
8564,2
8565,1
8566,0
8567,0
8568,6
8569,0
8570,0
8571,1
8572,0
8573,0
8574,1
8575,0
8576,1
8577,0
8578,0
8579,0
8580,0
8581,0
8582,1
8583,2
8584,0
8585,0
8586,0
8587,0
8588,2
8589,0
8590,0
8591,0
